Id,DatasetID,IndividualID,OriginalID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,Habitat,LabField,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,Location,LocationType,LocationDate,LocationDatePrecision,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1GrowthTemp,Interactor1GrowthTempUnit,Interactor1Size,Interactor1SizeUnit,Interactor1SizeType,FigureTable,Citation,DOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate
105324,579,PHXX431,,longevity,individual-level duration of life stage,15.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105325,579,PHXX432,,longevity,individual-level duration of life stage,11.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.54,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105326,579,PHXX433,,longevity,individual-level duration of life stage,14.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105327,579,PHXX434,,longevity,individual-level duration of life stage,15.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105328,579,PHXX435,,longevity,individual-level duration of life stage,14.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105329,579,PHXX436,,longevity,individual-level duration of life stage,9.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.55,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105330,579,PHXX437,,longevity,individual-level duration of life stage,16.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105331,579,PHXX438,,longevity,individual-level duration of life stage,1.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.65,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105332,579,PHXX439,,longevity,individual-level duration of life stage,11.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105333,579,PHXX440,,longevity,individual-level duration of life stage,14.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105334,579,PHXX441,,longevity,individual-level duration of life stage,11.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105335,579,PHXX442,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.52,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105336,579,PHXX443,,longevity,individual-level duration of life stage,10.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.52,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105337,579,PHXX444,,longevity,individual-level duration of life stage,8.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.42,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105338,579,PHXX445,,longevity,individual-level duration of life stage,9.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.43,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105339,579,PHXX446,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.52,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105340,579,PHXX447,,longevity,individual-level duration of life stage,0.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105341,579,PHXX448,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.6,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105342,579,PHXX449,,longevity,individual-level duration of life stage,9.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.5,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105343,579,PHXX450,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105344,579,PHXX451,,longevity,individual-level duration of life stage,9.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.55,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105345,579,PHXX452,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.52,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105346,579,PHXX453,,longevity,individual-level duration of life stage,14.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.55,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105347,579,PHXX454,,longevity,individual-level duration of life stage,8.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.55,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105348,579,PHXX455,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.56,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105349,579,PHXX456,,longevity,individual-level duration of life stage,16.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.53,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105350,579,PHXX457,,longevity,individual-level duration of life stage,11.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.51,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105351,579,PHXX458,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.54,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105352,579,PHXX459,,longevity,individual-level duration of life stage,13.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.54,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105353,579,PHXX460,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.56,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105354,579,PHXX461,,longevity,individual-level duration of life stage,3.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.57,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105355,579,PHXX462,,longevity,individual-level duration of life stage,11.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105356,579,PHXX463,,longevity,individual-level duration of life stage,7.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.44,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105357,579,PHXX464,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,22.0,Celsius,26.0,Celsius,0.48,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105358,579,PHXX465,,longevity,individual-level duration of life stage,14.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105359,579,PHXX466,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,0.47,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105360,579,PHXX467,,longevity,individual-level duration of life stage,14.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105361,579,PHXX468,,longevity,individual-level duration of life stage,12.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105362,579,PHXX469,,longevity,individual-level duration of life stage,16.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105363,579,PHXX470,,longevity,individual-level duration of life stage,14.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,,,,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
105364,579,PHXX471,,longevity,individual-level duration of life stage,5.0,days,,,,terrestrial,laboratory,resource concentration,quantity of resource made available during life stage,220.0,mg ml-1,Fort Myers Florida,field,,0,decimal,26.616667,-81.833333,Aedes aegypti,Yellow fever mosquito,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,aegypti,adult,female,26.0,Celsius,26.0,Celsius,0.68,mg,dry mass,supplementary material,Huxley et al. 2022. Competition and resource depletion shape the thermal response of population fitness in Aedes aegypti. Commun. Biol. 5: 66.,10.1038/s42003-022-03030-7,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,SecondStressorValue,2022-01-01
